Museo Nacional del Prado;plaza mayor;el retiro;puerta del sol;gran via;Thyssen;templo de debod;la Almudena;cibeles;Palacio de Cristal;puerta de alcala;el rastro;las ventas;chueca;san gines;callao;calle serrano;date;country;tourists
1;63;37;16;48;54;64;13;27;45;56;100;53;98;72;83;81;01/08/2015;international;670115
1;61;41;16;54;57;59;15;27;71;78;84;62;100;29;65;88;01/09/2015;international;820356
1;55;37;15;100;92;69;27;35;97;63;91;51;96;29;65;79;01/10/2015;international;873203
1;70;37;17;66;77;57;68;24;55;64;90;50;95;35;67;87;01/11/2015;international;729993
1;81;35;39;66;60;76;18;28;64;56;73;37;100;37;69;100;01/12/2015;international;703253
1;55;41;16;60;58;56;30;29;53;62;69;39;77;31;68;97;01/01/2016;international;616979
1;53;32;16;57;88;57;15;29;57;62;66;45;77;30;66;92;01/02/2016;international;688848
1;71;50;17;51;67;87;15;23;69;59;75;48;80;36;60;80;01/03/2016;international;742633
1;54;40;16;48;58;59;14;21;66;65;68;60;78;33;65;85;01/04/2016;international;774994
1;78;50;16;53;67;67;15;94;69;65;70;94;82;37;60;90;01/05/2016;international;834411
1;59;43;15;49;50;61;14;25;55;59;63;60;94;30;63;79;01/06/2016;international;815788
1;69;54;14;52;50;61;15;29;54;60;68;44;82;36;68;84;01/07/2016;international;753750
1;64;47;14;44;44;77;14;24;59;47;72;45;74;82;71;65;01/08/2016;international;692394
1;66;41;16;55;44;73;15;26;58;54;68;65;79;42;65;82;01/09/2016;international;827336
1;62;44;15;59;100;66;34;24;65;64;79;50;77;42;70;82;01/10/2016;international;861805
1;66;42;20;57;68;52;83;23;55;80;71;49;77;41;63;83;01/11/2016;international;741387
1;79;33;32;78;69;74;10;21;45;78;56;36;76;38;63;92;01/12/2016;international;717714
1;66;27;22;66;59;64;9;24;37;63;62;41;73;42;68;87;01/01/2017;international;671977
1;73;39;18;56;58;66;9;26;48;69;62;41;77;45;84;70;01/02/2017;international;694644
1;61;37;15;54;43;62;10;25;56;61;70;57;71;45;65;84;01/03/2017;international;778739
1;77;45;15;61;40;78;11;24;49;60;66;66;72;36;62;69;01/04/2017;international;825616
1;63;54;16;53;46;73;11;100;50;57;58;98;70;36;60;91;01/05/2017;international;851816
1;58;39;16;57;44;59;8;87;46;74;61;80;96;39;66;69;01/06/2017;international;824004
1;65;37;14;56;46;61;8;27;45;61;66;49;78;46;67;83;01/07/2017;international;809636
1;68;33;15;52;42;59;9;27;33;59;68;42;61;87;71;68;01/08/2017;international;737161
1;100;41;17;57;48;76;11;25;48;53;62;58;63;41;66;83;01/09/2017;international;819202
1;76;47;20;58;65;86;32;27;79;69;71;48;58;44;63;82;01/10/2017;international;856927
1;62;35;18;62;54;71;94;21;54;65;64;43;58;40;61;76;01/11/2017;international;768017
1;87;35;30;68;48;100;14;29;67;68;53;35;57;46;67;77;01/12/2017;international;759395
1;50;30;17;60;53;70;10;22;53;60;53;34;52;41;66;89;01/01/2018;international;686094
1;60;36;17;56;58;84;10;23;62;59;56;41;55;35;68;82;01/02/2018;international;721248
1;65;100;16;60;47;97;15;24;80;64;63;45;62;51;67;83;01/03/2018;international;815406
1;71;71;17;59;59;91;15;28;45;61;63;75;62;42;66;83;01/04/2018;international;806276
1;64;56;15;58;56;63;18;71;52;71;57;94;57;38;61;78;01/05/2018;international;864559
1;57;41;14;54;37;62;10;25;49;65;68;75;62;43;61;83;01/06/2018;international;869251
1;65;44;16;54;48;67;10;29;55;66;64;36;71;41;68;75;01/07/2018;international;853044
1;71;44;15;52;44;69;12;27;53;54;66;44;59;87;83;58;01/08/2018;international;727483
1;72;43;15;56;49;63;26;28;74;100;63;59;59;44;71;80;01/09/2018;international;862996
1;69;42;15;59;45;64;34;26;64;99;68;53;55;45;100;81;01/10/2018;international;904262
1;65;31;17;66;43;53;100;26;65;65;64;39;58;52;67;78;01/11/2018;international;823893
1;90;45;37;65;49;73;14;30;65;62;50;37;58;58;66;84;01/12/2018;international;780842
1;54;41;17;60;41;48;13;24;70;60;54;35;57;42;69;68;01/01/2019;international;375017
1;64;50;15;53;60;62;18;26;79;60;46;41;56;44;67;86;01/02/2019;international;393522
1;56;54;15;53;62;67;15;34;77;61;55;49;53;48;69;80;01/03/2019;international;408305
1;79;46;16;60;50;77;35;31;57;56;50;50;53;57;67;79;01/04/2019;international;372467
1;71;49;20;60;50;62;11;31;52;68;50;100;57;46;72;74;01/05/2019;international;381585
1;68;53;15;61;60;56;11;33;60;66;57;90;66;48;69;93;01/06/2019;international;373148
1;72;52;16;73;55;60;9;36;44;61;48;39;54;49;77;69;01/07/2019;international;344034
1;78;49;16;55;52;75;11;34;72;58;50;42;53;100;82;74;01/08/2019;international;275462
1;69;51;17;63;63;72;14;30;58;59;50;59;64;51;69;86;01/09/2019;international;331296
1;71;46;17;71;58;71;20;32;70;77;48;52;61;52;72;86;01/10/2019;international;379550
4;77;40;18;60;57;54;68;29;75;63;51;45;53;50;67;83;01/11/2019;international;391494
1;96;55;100;76;51;72;12;35;58;71;41;40;71;66;68;78;01/12/2019;international;445779
1;56;37;20;58;49;61;10;31;49;57;41;34;62;47;79;98;01/01/2020;international;699752
1;68;46;15;54;68;92;10;29;48;58;42;40;58;45;70;97;01/02/2020;international;743042
1;56;41;14;44;47;62;10;24;54;49;40;39;50;37;67;61;01/03/2020;international;853946
1;22;33;10;19;25;20;9;17;21;44;36;45;29;21;37;26;01/04/2020;international;0
5;56;35;7;41;49;58;11;31;36;33;84;21;94;80;65;73;01/08/2015;spain;315499
5;55;35;7;47;50;63;14;29;47;34;71;39;89;26;66;97;01/09/2015;spain;388253
6;51;38;8;100;89;59;21;40;86;46;81;22;88;37;68;89;01/10/2015;spain;386233
6;58;35;9;58;79;48;66;29;59;48;73;17;89;29;80;79;01/11/2015;spain;390486
8;65;31;26;63;55;69;16;37;54;45;100;13;100;39;84;89;01/12/2015;spain;420876
6;50;33;7;55;54;56;29;32;46;45;79;16;75;28;75;100;01/01/2016;spain;351379
7;44;28;8;46;76;43;14;30;58;41;78;17;74;30;74;85;01/02/2016;spain;384705
7;61;40;7;48;68;82;18;22;54;48;72;21;83;36;66;84;01/03/2016;spain;365698
6;39;32;7;40;43;53;13;21;79;45;86;38;79;31;72;83;01/04/2016;spain;362077
9;64;46;8;44;62;63;13;91;53;49;67;84;73;30;60;91;01/05/2016;spain;382164
7;47;40;7;43;47;54;11;34;40;53;56;38;86;28;65;89;01/06/2016;spain;379744
8;54;55;8;51;44;67;12;33;39;48;62;22;85;40;68;89;01/07/2016;spain;344277
9;65;40;8;44;43;69;12;28;49;44;71;22;78;89;62;79;01/08/2016;spain;315856
10;59;39;7;53;43;74;12;25;41;41;76;45;82;28;70;86;01/09/2016;spain;367567
6;55;40;10;56;100;70;37;24;78;60;96;23;75;39;98;95;01/10/2016;spain;393746
7;51;32;12;55;64;61;89;20;47;77;86;15;78;45;78;92;01/11/2016;spain;396206
7;78;44;32;86;84;62;10;28;56;85;86;14;84;47;97;92;01/12/2016;spain;413811
6;61;31;14;63;67;62;8;27;42;48;67;16;74;39;78;91;01/01/2017;spain;364345
5;68;29;10;49;50;57;6;29;54;53;62;16;79;52;72;91;01/02/2017;spain;378032
5;45;40;7;46;39;64;9;25;77;48;65;28;69;34;76;83;01/03/2017;spain;385140
6;74;52;8;56;41;93;10;25;82;52;90;47;70;48;64;77;01/04/2017;spain;363331
6;50;61;8;46;40;60;8;97;51;43;58;89;67;32;68;93;01/05/2017;spain;362951
5;45;39;9;49;44;53;5;100;58;55;71;65;92;30;73;76;01/06/2017;spain;351868
5;59;43;9;49;46;58;6;27;40;50;69;33;69;40;67;83;01/07/2017;spain;333792
5;63;40;8;44;39;68;7;33;32;39;71;20;64;92;53;75;01/08/2017;spain;311791
5;100;39;10;50;46;73;8;30;44;43;62;36;53;33;78;82;01/09/2017;spain;340728
6;70;48;12;56;78;71;26;29;87;57;77;21;53;35;69;98;01/10/2017;spain;365405
6;51;36;13;53;54;67;91;26;58;54;81;14;57;36;81;86;01/11/2017;spain;396754
8;91;38;24;68;54;90;10;31;91;71;74;13;64;55;92;94;01/12/2017;spain;444984
7;42;30;9;51;46;49;6;20;59;45;76;13;49;37;64;85;01/01/2018;spain;385142
7;56;43;8;50;53;73;6;23;64;43;70;16;50;38;68;88;01/02/2018;spain;396133
8;64;100;9;56;41;100;14;24;90;47;83;29;55;43;83;81;01/03/2018;spain;405409
7;54;70;9;48;50;71;11;23;48;44;76;59;47;34;76;86;01/04/2018;spain;348611
6;65;46;8;47;60;52;12;77;48;60;64;84;49;36;62;77;01/05/2018;spain;382948
5;43;39;6;44;42;50;8;25;47;45;86;63;51;34;77;83;01/06/2018;spain;388003
6;57;47;8;49;48;58;7;31;52;44;81;16;71;34;60;80;01/07/2018;spain;349060
7;69;42;8;47;47;62;10;27;65;46;70;22;50;99;60;65;01/08/2018;spain;301427
8;58;47;8;48;45;51;20;26;55;90;77;42;53;35;73;85;01/09/2018;spain;367257
7;59;46;8;55;42;69;38;23;98;100;89;36;51;38;78;80;01/10/2018;spain;381007
12;55;41;10;58;38;49;100;21;67;60;69;14;50;39;81;85;01/11/2018;spain;418088
8;80;44;30;65;47;62;13;32;90;58;68;13;55;59;97;91;01/12/2018;spain;433655
6;47;36;9;49;42;44;8;23;51;43;77;17;50;33;64;79;01/01/2019;spain;324735
7;55;39;8;45;49;62;13;22;67;62;79;18;52;38;71;79;01/02/2019;spain;349520
8;47;53;7;46;55;59;13;36;83;49;81;25;46;34;70;81;01/03/2019;spain;445641
8;73;48;9;48;52;69;25;25;85;44;78;28;47;44;69;83;01/04/2019;spain;461469
6;57;44;10;50;43;55;8;28;48;45;59;100;44;37;62;77;01/05/2019;spain;541308
7;58;49;8;51;63;50;10;28;83;56;56;81;64;39;68;88;01/06/2019;spain;519983
6;60;48;7;64;54;49;7;29;62;46;70;18;44;37;65;74;01/07/2019;spain;516888
7;75;46;8;53;49;74;8;32;62;46;67;19;45;100;75;72;01/08/2019;spain;428474
7;71;43;9;51;64;54;13;26;69;52;74;41;48;37;72;79;01/09/2019;spain;495180
7;67;45;12;66;51;56;17;25;71;65;74;38;52;41;100;78;01/10/2019;spain;536853
100;58;40;10;53;47;41;65;21;81;42;74;18;48;37;79;80;01/11/2019;spain;431853
10;79;54;100;66;53;67;9;33;87;60;73;20;63;57;85;85;01/12/2019;spain;369821
7;51;37;10;52;42;48;7;25;45;40;57;17;51;33;70;79;01/01/2020;spain;389549
11;63;49;8;44;60;84;8;21;85;42;71;19;52;38;70;81;01/02/2020;spain;409508
11;39;47;8;37;48;48;7;19;51;33;61;15;45;30;62;67;01/03/2020;spain;138556
4;14;27;5;13;21;15;6;9;19;36;27;11;21;19;20;22;01/04/2020;spain;0
<1;56;88;41;74;0;57;0;45;0;55;57;21;63;59;66;;01/08/2015;germany;17304
<1;36;42;50;71;0;56;60;66;75;52;43;29;31;57;40;;01/09/2015;germany;24273
<1;35;41;39;62;49;54;58;42;0;50;61;19;58;55;79;;01/10/2015;germany;29548
<1;76;100;38;60;48;53;0;85;0;50;81;19;48;55;68;;01/11/2015;germany;19154
1;45;60;78;56;50;0;0;26;59;61;47;19;36;67;74;;01/12/2015;germany;13508
<1;53;38;18;78;0;0;54;58;45;46;57;34;53;51;65;;01/01/2016;germany;14106
<1;65;37;27;99;45;0;54;20;46;0;75;17;79;50;37;;01/02/2016;germany;16165
<1;90;38;38;92;48;0;0;31;48;0;41;28;57;54;79;;01/03/2016;germany;22838
1;75;78;46;62;44;75;0;29;47;48;78;18;54;53;19;;01/04/2016;germany;27713
<1;69;86;38;71;47;56;0;78;48;52;56;37;36;55;50;;01/05/2016;germany;27132
<1;100;39;27;62;46;51;0;30;47;46;77;27;28;52;55;;01/06/2016;germany;21105
<1;61;42;51;57;0;55;0;33;50;52;41;20;45;57;74;;01/07/2016;germany;16877
1;64;45;41;74;55;0;0;45;0;55;67;22;32;62;64;;01/08/2016;germany;18919
<1;37;84;40;79;100;0;0;43;50;0;42;39;30;57;62;;01/09/2016;germany;27574
<1;54;60;39;77;48;52;0;64;48;100;42;38;44;55;99;;01/10/2016;germany;26260
<1;51;79;55;35;46;51;56;21;46;48;40;18;28;53;68;;01/11/2016;germany;21004
<1;39;41;63;44;52;50;63;23;0;48;45;0;31;56;75;;01/12/2016;germany;13968
<1;41;38;52;65;46;0;0;0;44;47;36;33;39;51;72;;01/01/2017;germany;13204
<1;47;74;35;83;43;48;53;19;0;46;37;17;40;100;64;;01/02/2017;germany;15348
<1;69;59;51;50;0;51;0;20;47;45;52;51;78;49;82;;01/03/2017;germany;21170
<1;81;76;55;77;45;98;0;38;91;46;76;35;27;52;56;;01/04/2017;germany;23570
<1;33;52;39;54;43;54;0;97;100;51;58;29;42;53;31;;01/05/2017;germany;24496
<1;40;77;27;70;66;50;0;100;47;0;75;35;80;50;94;;01/06/2017;germany;24517
<1;42;39;54;67;46;0;0;20;94;0;58;35;54;52;46;;01/07/2017;germany;21867
<1;37;73;69;75;67;100;0;20;0;92;38;18;27;52;55;;01/08/2017;germany;15886
<1;61;37;26;65;43;48;0;19;84;45;73;25;53;50;71;;01/09/2017;germany;24860
<1;40;36;51;63;0;47;51;38;85;89;36;17;50;97;70;;01/10/2017;germany;25085
<1;74;68;33;52;41;0;0;37;42;42;36;16;49;46;68;;01/11/2017;germany;18806
<1;35;36;53;42;62;0;100;38;49;87;36;24;44;50;70;;01/12/2017;germany;13950
<1;57;34;32;59;59;43;47;17;0;42;99;31;24;45;66;;01/01/2018;germany;14797
<1;58;34;48;69;80;44;0;18;61;42;34;16;40;45;67;;01/02/2018;germany;16858
<1;47;36;51;73;42;89;0;19;43;45;73;39;26;49;51;;01/03/2018;germany;23108
<1;56;36;52;63;85;46;51;19;43;45;87;100;61;46;61;;01/04/2018;germany;23971
<1;40;68;49;57;43;47;51;37;42;42;48;24;33;94;52;;01/05/2018;germany;26061
<1;50;35;49;59;40;87;0;35;40;43;52;31;100;46;69;;01/06/2018;germany;21316
<1;41;71;32;54;80;89;49;18;63;44;71;25;25;48;44;;01/07/2018;germany;18521
<1;45;71;84;66;42;46;50;36;42;87;35;16;0;47;87;;01/08/2018;germany;14255
<1;60;52;25;83;0;45;49;36;81;43;35;40;49;47;68;;01/09/2018;germany;23923
<1;30;67;32;61;60;0;0;18;41;41;34;24;33;69;100;;01/10/2018;germany;28793
1;29;33;16;57;40;42;46;51;0;79;66;15;48;45;33;;01/11/2018;germany;25238
<1;33;33;100;46;40;47;49;17;79;42;69;18;25;44;96;;01/12/2018;germany;14908
<1;41;47;22;100;0;0;44;32;75;78;31;22;37;43;69;;01/01/2019;germany;15633
<1;57;33;30;49;39;42;0;17;38;79;100;15;45;43;63;;01/02/2019;germany;20035
<1;43;97;39;46;40;43;47;34;39;41;49;29;24;45;65;;01/03/2019;germany;25717
<1;51;34;50;70;42;45;45;18;41;40;33;22;23;48;64;;01/04/2019;germany;23307
<1;42;63;31;62;39;87;45;33;39;41;64;30;47;0;39;;01/05/2019;germany;28518
<1;58;64;47;63;38;42;46;34;40;41;99;45;47;88;64;;01/06/2019;germany;23601
<1;28;68;33;44;0;88;0;36;38;87;33;16;24;48;67;;01/07/2019;germany;19156
<1;21;68;33;44;0;43;0;34;41;0;34;16;36;46;48;;01/08/2019;germany;13200
<1;37;32;37;60;77;83;0;33;94;40;53;15;46;43;64;;01/09/2019;germany;22391
<1;31;47;45;60;37;40;45;16;38;39;42;14;44;41;68;;01/10/2019;germany;25884
<1;34;60;41;63;36;0;43;24;36;74;46;20;43;41;45;;01/11/2019;germany;18604
<1;27;49;46;60;37;40;43;32;0;40;90;33;70;47;40;;01/12/2019;germany;14994
<1;45;29;20;67;34;37;0;15;50;36;29;20;21;39;57;;01/01/2020;germany;14108
<1;32;57;40;42;33;38;0;15;34;0;29;20;31;39;70;;01/02/2020;germany;17110
<1;46;42;37;36;31;34;0;15;33;0;26;26;19;75;51;;01/03/2020;germany;0
<1;41;54;31;27;33;33;0;15;34;32;53;25;0;36;45;;01/04/2020;germany;0
<1;62;;30;38;98;;63;51;;0;;;0;;41;;01/08/2015;austria;1591
<1;100;;57;100;70;;57;49;;0;;;0;;36;;01/09/2015;austria;2577
<1;40;;55;63;90;;55;44;;73;;;0;;0;;01/10/2015;austria;3635
<1;0;;56;32;85;;56;45;;0;;;0;;35;;01/11/2015;austria;3016
<1;0;;63;73;49;;66;53;;0;;;93;;41;;01/12/2015;austria;1895
<1;40;;57;67;68;;0;47;;0;;;0;;73;;01/01/2016;austria;2094
<1;38;;84;64;66;;0;45;;0;;;84;;71;;01/02/2016;austria;2719
<1;42;;30;48;86;;0;46;;0;;;0;;37;;01/03/2016;austria;3306
<1;40;;87;35;68;;0;47;;0;;;0;;76;;01/04/2016;austria;3362
<1;65;;45;70;48;;59;100;;0;;;92;;38;;01/05/2016;austria;3445
<1;0;;30;35;46;;0;0;;0;;;88;;37;;01/06/2016;austria;3126
<1;47;;51;38;79;;69;0;;0;;;100;;0;;01/07/2016;austria;2578
<1;48;;100;60;0;;0;0;;100;;;0;;94;;01/08/2016;austria;2008
<1;45;;64;37;100;;0;0;;0;;;95;;41;;01/09/2016;austria;3351
<1;44;;32;37;99;;60;51;;85;;;0;;0;;01/10/2016;austria;3550
<1;42;;0;34;47;;59;49;;0;;;0;;38;;01/11/2016;austria;2901
<1;91;;33;38;0;;59;0;;0;;;96;;61;;01/12/2016;austria;2463
<1;38;;28;32;64;;54;0;;74;;;0;;38;;01/01/2017;austria;1772
<1;57;;55;30;0;;0;0;;74;;;0;;35;;01/02/2017;austria;1832
<1;38;;41;66;41;;53;43;;0;;;80;;35;;01/03/2017;austria;1989
<1;41;;42;52;46;;0;47;;0;;;84;;37;;01/04/2017;austria;3823
<1;41;;56;48;0;;0;0;;0;;;89;;36;;01/05/2017;austria;3831
<1;40;;61;35;48;;0;47;;0;;;0;;0;;01/06/2017;austria;2711
<1;42;;60;36;47;;0;0;;0;;;0;;0;;01/07/2017;austria;2296
<1;40;;44;50;47;;59;46;;0;;;90;;39;;01/08/2017;austria;1930
<1;38;;41;47;44;;55;0;;0;;;0;;0;;01/09/2017;austria;2752
<1;38;;54;32;42;;55;44;;0;;;80;;35;;01/10/2017;austria;3164
<1;36;;53;45;41;;53;0;;0;;;0;;0;;01/11/2017;austria;2629
<1;37;;37;68;42;;53;48;;0;;;80;;51;;01/12/2017;austria;2531
<1;34;;49;84;38;;49;39;;0;;;73;;31;;01/01/2018;austria;1690
<1;33;;49;56;37;;100;39;;0;;;71;;32;;01/02/2018;austria;2179
<1;34;;39;30;41;;52;39;;0;;;0;;31;;01/03/2018;austria;3434
<1;36;;53;45;41;;0;43;;0;;;0;;100;;01/04/2018;austria;3083
<1;36;;40;31;0;;53;42;;70;;;0;;0;;01/05/2018;austria;4040
<1;35;;26;29;38;;49;0;;0;;;74;;32;;01/06/2018;austria;2544
<1;37;;54;31;80;;0;0;;0;;;77;;34;;01/07/2018;austria;2809
<1;37;;52;50;41;;52;0;;0;;;0;;34;;01/08/2018;austria;1944
<1;36;;26;88;40;;0;41;;0;;;76;;33;;01/09/2018;austria;3141
<1;35;;26;90;40;;52;42;;0;;;76;;33;;01/10/2018;austria;4090
<1;34;;37;57;40;;48;41;;68;;;73;;32;;01/11/2018;austria;2834
<1;68;;33;33;44;;0;40;;0;;;85;;32;;01/12/2018;austria;1814
<1;64;;23;26;36;;46;37;;0;;;69;;30;;01/01/2019;austria;1784
<1;32;;24;53;55;;47;38;;0;;;69;;30;;01/02/2019;austria;2900
<1;34;;48;55;37;;46;78;;0;;;0;;46;;01/03/2019;austria;4052
<1;33;;27;37;38;;51;41;;0;;;78;;33;;01/04/2019;austria;4492
<1;32;;47;54;36;;47;0;;63;;;0;;60;;01/05/2019;austria;4664
<1;34;;50;56;76;;49;40;;0;;;75;;0;;01/06/2019;austria;4119
1;70;;26;58;40;;48;0;;0;;;75;;32;;01/07/2019;austria;2310
<1;33;;52;83;40;;51;0;;0;;;72;;32;;01/08/2019;austria;1573
<1;33;;24;55;74;;0;39;;63;;;0;;0;;01/09/2019;austria;3320
<1;32;;47;27;0;;46;37;;0;;;67;;29;;01/10/2019;austria;3472
<1;46;;34;26;0;;0;0;;0;;;0;;0;;01/11/2019;austria;2335
<1;62;;26;27;0;;45;41;;0;;;70;;32;;01/12/2019;austria;2025
<1;28;;43;33;0;;0;0;;58;;;61;;55;;01/01/2020;austria;1954
<1;0;;42;45;32;;41;34;;0;;;57;;0;;01/02/2020;austria;2265
<1;27;;34;23;31;;0;0;;0;;;59;;0;;01/03/2020;austria;0
<1;56;;22;23;31;;85;33;;0;;;0;;26;;01/04/2020;austria;0
25;100;72;100;31;30;77;70;72;0;;0;72;98;;39;89;01/08/2015;belgium;4832
46;58;63;30;24;55;0;61;0;0;;0;0;91;;51;0;01/09/2015;belgium;8319
33;57;61;84;44;53;67;60;0;64;;63;0;90;;71;0;01/10/2015;belgium;7836
23;58;62;58;47;28;68;62;69;0;;0;0;0;;74;0;01/11/2015;belgium;7735
28;0;0;48;25;50;82;0;69;0;;0;0;0;;84;0;01/12/2015;belgium;5007
17;42;91;21;32;39;0;44;50;0;;0;51;66;;69;0;01/01/2016;belgium;4848
49;42;45;31;24;20;49;43;50;48;;46;0;65;;41;55;01/02/2016;belgium;6182
50;84;68;42;33;40;49;44;76;0;;0;0;67;;19;56;01/03/2016;belgium;5330
25;43;46;21;41;40;0;45;51;50;;48;49;67;;37;0;01/04/2016;belgium;6048
50;48;51;20;32;29;0;100;49;54;;0;52;67;;100;57;01/05/2016;belgium;7941
47;87;46;50;39;41;47;44;51;49;;46;0;100;;34;0;01/06/2016;belgium;6166
40;53;63;26;52;27;0;55;66;59;;57;0;81;;64;77;01/07/2016;belgium;6327
40;55;60;27;41;100;61;54;0;63;;0;0;86;;53;68;01/08/2016;belgium;5191
54;48;53;48;57;46;0;51;60;0;;0;0;76;;21;0;01/09/2016;belgium;7065
73;48;100;24;71;45;54;49;56;0;;50;0;73;;51;62;01/10/2016;belgium;8111
35;0;48;22;26;32;0;46;53;51;;0;55;69;;37;0;01/11/2016;belgium;6121
36;96;71;24;25;22;53;45;0;0;;100;52;69;;27;0;01/12/2016;belgium;4443
49;44;48;44;34;20;49;43;50;51;;45;0;69;;43;55;01/01/2017;belgium;4861
49;60;45;42;32;29;0;44;50;96;;0;49;66;;35;0;01/02/2017;belgium;5393
56;44;47;60;32;20;47;0;100;0;;45;53;66;;18;56;01/03/2017;belgium;5908
18;44;45;34;34;21;0;44;76;50;;0;51;0;;34;0;01/04/2017;belgium;8122
32;44;51;44;25;39;51;50;70;0;;0;50;0;;20;0;01/05/2017;belgium;6440
25;42;46;63;33;20;49;45;85;0;;46;77;70;;26;57;01/06/2017;belgium;5320
28;47;52;47;49;24;51;50;57;55;;0;0;74;;30;0;01/07/2017;belgium;6746
26;63;46;33;68;21;52;47;81;51;;0;52;70;;35;59;01/08/2017;belgium;7254
50;41;46;21;33;40;49;0;51;48;;0;0;0;;27;56;01/09/2017;belgium;8353
32;40;45;40;30;39;48;44;98;0;;45;49;98;;33;54;01/10/2017;belgium;7160
31;77;42;29;25;19;45;40;47;0;;0;46;0;;33;0;01/11/2017;belgium;5714
68;44;0;40;32;29;48;41;0;0;;42;0;0;;18;0;01/12/2017;belgium;4004
37;37;41;38;30;18;44;40;0;44;;42;46;60;;47;0;01/01/2018;belgium;4139
31;0;42;20;23;37;46;83;47;0;;0;95;0;;33;0;01/02/2018;belgium;5540
30;39;0;20;45;19;46;42;47;44;;0;92;60;;33;51;01/03/2018;belgium;5706
45;42;46;41;24;39;49;43;49;0;;0;100;62;;44;52;01/04/2018;belgium;7661
37;40;60;38;23;37;46;0;46;0;;42;48;61;;33;53;01/05/2018;belgium;6333
30;80;41;20;29;19;86;43;0;0;;39;45;63;;47;0;01/06/2018;belgium;5822
24;87;68;31;48;21;100;43;51;49;;0;0;99;;37;0;01/07/2018;belgium;7384
31;41;44;20;23;39;0;0;75;0;;0;49;63;;34;0;01/08/2018;belgium;6059
32;79;64;30;41;37;46;42;48;0;;43;49;63;;33;53;01/09/2018;belgium;7744
47;41;43;20;36;29;0;41;47;46;;0;0;62;;48;54;01/10/2018;belgium;8651
37;38;42;0;22;18;0;40;0;0;;0;46;0;;21;50;01/11/2018;belgium;5924
32;44;44;60;30;0;51;41;49;100;;42;0;0;;33;0;01/12/2018;belgium;4567
22;38;59;19;28;26;63;39;46;0;;0;46;56;;30;0;01/01/2019;belgium;4783
44;75;41;19;24;35;87;0;46;85;;41;0;60;;24;49;01/02/2019;belgium;6101
44;75;42;19;22;37;44;41;92;44;;41;47;60;;31;75;01/03/2019;belgium;6282
42;41;45;39;30;19;91;43;48;45;;0;47;65;;17;55;01/04/2019;belgium;7633
35;73;39;36;29;17;82;0;67;41;;0;45;58;;15;50;01/05/2019;belgium;8370
40;68;40;20;34;19;43;42;0;45;;40;42;62;;20;98;01/06/2019;belgium;6671
30;38;0;19;33;37;50;40;50;0;;0;0;64;;25;54;01/07/2019;belgium;7030
32;40;44;20;30;19;0;83;97;44;;85;47;62;;25;51;01/08/2019;belgium;4455
71;70;41;37;29;36;43;37;86;43;;39;45;58;;22;100;01/09/2019;belgium;8147
35;36;77;18;28;17;42;37;86;0;;39;44;57;;29;48;01/10/2019;belgium;7586
68;35;39;26;26;17;41;35;42;40;;0;43;54;;29;0;01/11/2019;belgium;6351
14;36;40;42;24;18;43;39;44;42;;75;0;58;;22;47;01/12/2019;belgium;4203
26;0;36;32;31;16;38;70;40;38;;36;40;53;;27;0;01/01/2020;belgium;4306
26;65;72;24;19;31;38;35;41;38;;36;40;52;;20;0;01/02/2020;belgium;5761
36;32;34;16;25;15;37;0;38;35;;0;39;47;;19;40;01/03/2020;belgium;0
37;32;62;29;12;15;0;33;38;0;;0;0;0;;13;0;01/04/2020;belgium;0
50;45;0;0;62;47;;;45;;;54;53;0;;65;;01/08/2015;denmark;1682
51;65;0;52;50;0;;;45;;;0;50;48;;63;;01/09/2015;denmark;3934
34;46;0;55;47;46;;;41;;;52;51;45;;66;;01/10/2015;denmark;4589
24;41;26;50;28;43;;;0;;;0;48;0;;58;;01/11/2015;denmark;2888
31;0;0;51;34;56;;;53;;;0;62;0;;70;;01/12/2015;denmark;2050
79;88;28;53;60;47;;;0;;;0;0;0;;63;;01/01/2016;denmark;1858
79;44;0;54;46;48;;;45;;;100;57;52;;75;;01/02/2016;denmark;3122
60;50;28;61;31;48;;;0;;;50;54;0;;36;;01/03/2016;denmark;4472
54;91;29;53;60;47;;;45;;;0;55;0;;65;;01/04/2016;denmark;4356
29;93;0;60;34;53;;;48;;;0;0;54;;33;;01/05/2016;denmark;2947
28;45;31;58;100;50;;;49;;;54;0;0;;33;;01/06/2016;denmark;2626
66;59;38;65;41;57;;;0;;;0;67;0;;38;;01/07/2016;denmark;3947
30;100;61;61;35;0;;;51;;;57;0;55;;37;;01/08/2016;denmark;2349
29;48;31;60;66;53;;;100;;;0;57;53;;35;;01/09/2016;denmark;5551
61;71;31;58;66;100;;;0;;;54;58;53;;86;;01/10/2016;denmark;4088
55;46;58;56;95;50;;;0;;;0;0;100;;66;;01/11/2016;denmark;2482
53;51;0;61;35;54;;;0;;;0;0;0;;48;;01/12/2016;denmark;1294
51;43;29;52;45;47;;;0;;;0;54;48;;53;;01/01/2017;denmark;1814
56;44;0;57;40;46;;;0;;;46;0;45;;59;;01/02/2017;denmark;2651
38;41;27;51;45;46;;;0;;;46;52;48;;46;;01/03/2017;denmark;2871
51;47;28;52;60;46;;;45;;;0;0;0;;93;;01/04/2017;denmark;4788
39;51;0;0;35;49;;;52;;;49;61;0;;36;;01/05/2017;denmark;4273
